nohup: 忽略输入
2025-01-12 12:26:46.975748: I tensorflow/core/util/port.cc:110] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2025-01-12 12:26:47.027855: I tensorflow/core/platform/cpu_feature_guard.cc:182] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
2025-01-12 12:26:47.836925: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
Namespace(add_num_times=2, alpha=0.4, anneal_cap=0.2, bert_mask_prob=0.3, best_metric='NDCG@10', block_num=2, cand_num=100, ch=True, context_window=2, dataset_path='data/KuaiRand/kuai.csv', decay_step=5, device='cpu', dilations=[1, 4], dropout=0.3, early_stop=True, embedding_size=32, epochs=100, eval=True, factor_num=128, gamma=0.5, hidden_size=128, hidden_size_list=[128, 128], init_method='default', is_mp=False, is_parallel=False, is_pretrain=1, item_min=10, k=20, kd=False, kernel_size=3, l2_emb=0.0, latent_dim=128, lifelong_eval=True, ll_max_itemnum=0, local_rank=None, loss_type='BPR', lr=0.0001, max_len=20, mess_dropout=0.1, metric_ks=[5, 20], model_name='ple', mtl_task_num=6, negsample_savefolder='./data/neg_data/', negsample_size=99, node_dropout=0.1, num_embedding=1, num_gpu=1, num_groups=4, num_heads=4, num_items=1, num_labels=1, num_ng=4, num_users=1, optimizer='default', pad_token=0, pretrain_path='', prun_rate=0, re_epochs=20, reg_1=0.0, reg_2=0.0, rho=0.5, sample='random', sample_method='high-pop', sample_ratio=0.3, save_path='./checkpoint/', seed=100, source_path='', target_path='', task=-1, task1_out=0, task2_out=0, task3_out=0, task4_out=0, task_name='mtl', task_num=4, temp=7, test_batch_size=4096, test_method='ufo', test_size=0.1, total_anneal_steps=1000, train_batch_size=4096, user_profile='gender', val_batch_size=4096, val_method='ufo', val_size=0.1111, valid_rate=100, weight_decay=0.0)
digit_columns: ['show_user_num', 'play_user_num', 'complete_play_user_num', 'valid_play_user_num'] to index
  0%|          | 0/4 [00:00<?, ?it/s] 25%|██▌       | 1/4 [00:00<00:00,  5.98it/s] 50%|█████     | 2/4 [00:00<00:00,  6.27it/s] 75%|███████▌  | 3/4 [00:00<00:00,  6.37it/s]100%|██████████| 4/4 [00:00<00:00,  6.45it/s]100%|██████████| 4/4 [00:00<00:00,  6.37it/s]
categorical_columns: ['user_id', 'video_id', 'follow_user_num_range', 'tab', 'fans_user_num_range', 'friend_user_num_range', 'author_id', 'video_type', 'music_type', 'show_user_num', 'play_user_num', 'complete_play_user_num', 'valid_play_user_num'] to index
  0%|          | 0/13 [00:00<?, ?it/s] 15%|█▌        | 2/13 [00:00<00:01,  9.58it/s] 23%|██▎       | 3/13 [00:00<00:01,  6.58it/s] 38%|███▊      | 5/13 [00:00<00:01,  7.47it/s] 46%|████▌     | 6/13 [00:00<00:01,  6.75it/s] 54%|█████▍    | 7/13 [00:01<00:00,  6.57it/s] 62%|██████▏   | 8/13 [00:01<00:00,  6.23it/s] 77%|███████▋  | 10/13 [00:01<00:00,  8.54it/s] 92%|█████████▏| 12/13 [00:01<00:00, 10.24it/s]100%|██████████| 13/13 [00:01<00:00,  8.53it/s]
0it [00:00, ?it/s]19it [00:00, 195.69it/s]
Epoch 1 train loss is 4.034, total scene, click auc is 0.621, like auc is 0.512, follow auc is 0.491, 5s auc is 0.637, 10s auc is 0.618, 18s auc is 0.606
Epoch 72 train loss is 2.146, total scene, click auc is 0.799, like auc is 0.854, follow auc is 0.873, 5s auc is 0.803, 10s auc is 0.803, 18s auc is 0.815
Epoch 72 val loss is 2.271, total scene, click auc is 0.769, like auc is 0.830, follow auc is 0.817, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 72 val loss is 2.146, scene 1, click auc is 0.658, like auc is 0.767, follow auc is 0.597, 5s auc is 0.675, 10s auc is 0.679, 18s auc is 0.701
Epoch 72 val loss is 2.146, scene 2, click auc is 0.723, like auc is 0.823, follow auc is 0.814, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.750
Epoch 72 val loss is 2.146, scene 3, click auc is 0.733, like auc is 0.813, follow auc is 0.751, 5s auc is 0.736, 10s auc is 0.751, 18s auc is 0.767
Epoch 72 val loss is 2.146, scene 4, click auc is 0.719, like auc is 0.794, follow auc is 0.809, 5s auc is 0.712, 10s auc is 0.722, 18s auc is 0.722
Epoch 73 train loss is 2.145, total scene, click auc is 0.799, like auc is 0.855, follow auc is 0.872, 5s auc is 0.803, 10s auc is 0.803, 18s auc is 0.815
Epoch 73 val loss is 2.277, total scene, click auc is 0.769, like auc is 0.831, follow auc is 0.803, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 73 val loss is 2.145, scene 1, click auc is 0.659, like auc is 0.766, follow auc is 0.498, 5s auc is 0.674, 10s auc is 0.678, 18s auc is 0.702
Epoch 73 val loss is 2.145, scene 2, click auc is 0.722, like auc is 0.824, follow auc is 0.796, 5s auc is 0.711, 10s auc is 0.725, 18s auc is 0.751
Epoch 73 val loss is 2.145, scene 3, click auc is 0.733, like auc is 0.815, follow auc is 0.754, 5s auc is 0.735, 10s auc is 0.750, 18s auc is 0.767
Epoch 73 val loss is 2.145, scene 4, click auc is 0.719, like auc is 0.796, follow auc is 0.771, 5s auc is 0.712, 10s auc is 0.722, 18s auc is 0.722
Epoch 74 train loss is 2.144, total scene, click auc is 0.799, like auc is 0.856, follow auc is 0.875, 5s auc is 0.803, 10s auc is 0.803, 18s auc is 0.815
Epoch 74 val loss is 2.271, total scene, click auc is 0.770, like auc is 0.831, follow auc is 0.815, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 74 val loss is 2.144, scene 1, click auc is 0.660, like auc is 0.766, follow auc is 0.592, 5s auc is 0.674, 10s auc is 0.678, 18s auc is 0.702
Epoch 74 val loss is 2.144, scene 2, click auc is 0.723, like auc is 0.824, follow auc is 0.810, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 74 val loss is 2.144, scene 3, click auc is 0.733, like auc is 0.815, follow auc is 0.742, 5s auc is 0.736, 10s auc is 0.750, 18s auc is 0.767
Epoch 74 val loss is 2.144, scene 4, click auc is 0.719, like auc is 0.793, follow auc is 0.812, 5s auc is 0.713, 10s auc is 0.722, 18s auc is 0.722
Epoch 75 train loss is 2.142, total scene, click auc is 0.800, like auc is 0.857, follow auc is 0.874, 5s auc is 0.803, 10s auc is 0.803, 18s auc is 0.815
Epoch 75 val loss is 2.271, total scene, click auc is 0.769, like auc is 0.832, follow auc is 0.821, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 75 val loss is 2.142, scene 1, click auc is 0.659, like auc is 0.768, follow auc is 0.543, 5s auc is 0.674, 10s auc is 0.679, 18s auc is 0.702
Epoch 75 val loss is 2.142, scene 2, click auc is 0.723, like auc is 0.825, follow auc is 0.818, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 75 val loss is 2.142, scene 3, click auc is 0.732, like auc is 0.818, follow auc is 0.760, 5s auc is 0.736, 10s auc is 0.749, 18s auc is 0.767
Epoch 75 val loss is 2.142, scene 4, click auc is 0.719, like auc is 0.796, follow auc is 0.786, 5s auc is 0.713, 10s auc is 0.722, 18s auc is 0.722
Epoch 76 train loss is 2.142, total scene, click auc is 0.800, like auc is 0.858, follow auc is 0.874, 5s auc is 0.804, 10s auc is 0.804, 18s auc is 0.815
Epoch 76 val loss is 2.273, total scene, click auc is 0.769, like auc is 0.833, follow auc is 0.820, 5s auc is 0.775, 10s auc is 0.772, 18s auc is 0.787
Epoch 76 val loss is 2.142, scene 1, click auc is 0.659, like auc is 0.769, follow auc is 0.449, 5s auc is 0.675, 10s auc is 0.679, 18s auc is 0.702
Epoch 76 val loss is 2.142, scene 2, click auc is 0.722, like auc is 0.826, follow auc is 0.817, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.750
Epoch 76 val loss is 2.142, scene 3, click auc is 0.733, like auc is 0.816, follow auc is 0.760, 5s auc is 0.735, 10s auc is 0.749, 18s auc is 0.766
Epoch 76 val loss is 2.142, scene 4, click auc is 0.719, like auc is 0.797, follow auc is 0.776, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 77 train loss is 2.141, total scene, click auc is 0.800, like auc is 0.859, follow auc is 0.874, 5s auc is 0.804, 10s auc is 0.804, 18s auc is 0.815
Epoch 77 val loss is 2.274, total scene, click auc is 0.769, like auc is 0.834, follow auc is 0.825, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 77 val loss is 2.141, scene 1, click auc is 0.658, like auc is 0.768, follow auc is 0.629, 5s auc is 0.674, 10s auc is 0.678, 18s auc is 0.702
Epoch 77 val loss is 2.141, scene 2, click auc is 0.723, like auc is 0.828, follow auc is 0.821, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 77 val loss is 2.141, scene 3, click auc is 0.732, like auc is 0.819, follow auc is 0.766, 5s auc is 0.735, 10s auc is 0.749, 18s auc is 0.767
Epoch 77 val loss is 2.141, scene 4, click auc is 0.719, like auc is 0.797, follow auc is 0.805, 5s auc is 0.712, 10s auc is 0.722, 18s auc is 0.722
Epoch 78 train loss is 2.140, total scene, click auc is 0.800, like auc is 0.860, follow auc is 0.877, 5s auc is 0.804, 10s auc is 0.804, 18s auc is 0.816
Epoch 78 val loss is 2.273, total scene, click auc is 0.769, like auc is 0.835, follow auc is 0.811, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 78 val loss is 2.140, scene 1, click auc is 0.660, like auc is 0.767, follow auc is 0.453, 5s auc is 0.674, 10s auc is 0.678, 18s auc is 0.701
Epoch 78 val loss is 2.140, scene 2, click auc is 0.723, like auc is 0.829, follow auc is 0.805, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 78 val loss is 2.140, scene 3, click auc is 0.732, like auc is 0.817, follow auc is 0.758, 5s auc is 0.735, 10s auc is 0.749, 18s auc is 0.766
Epoch 78 val loss is 2.140, scene 4, click auc is 0.719, like auc is 0.800, follow auc is 0.796, 5s auc is 0.712, 10s auc is 0.722, 18s auc is 0.722
Epoch 79 train loss is 2.139, total scene, click auc is 0.800, like auc is 0.861, follow auc is 0.876, 5s auc is 0.804, 10s auc is 0.804, 18s auc is 0.816
Epoch 79 val loss is 2.274, total scene, click auc is 0.769, like auc is 0.834, follow auc is 0.817, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 79 val loss is 2.139, scene 1, click auc is 0.659, like auc is 0.767, follow auc is 0.607, 5s auc is 0.674, 10s auc is 0.678, 18s auc is 0.701
Epoch 79 val loss is 2.139, scene 2, click auc is 0.723, like auc is 0.828, follow auc is 0.813, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 79 val loss is 2.139, scene 3, click auc is 0.732, like auc is 0.822, follow auc is 0.751, 5s auc is 0.735, 10s auc is 0.748, 18s auc is 0.766
Epoch 79 val loss is 2.139, scene 4, click auc is 0.719, like auc is 0.797, follow auc is 0.784, 5s auc is 0.712, 10s auc is 0.722, 18s auc is 0.722
Epoch 80 train loss is 2.138, total scene, click auc is 0.800, like auc is 0.862, follow auc is 0.878, 5s auc is 0.804, 10s auc is 0.804, 18s auc is 0.816
Epoch 80 val loss is 2.271, total scene, click auc is 0.769, like auc is 0.836, follow auc is 0.819, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 80 val loss is 2.138, scene 1, click auc is 0.659, like auc is 0.771, follow auc is 0.508, 5s auc is 0.675, 10s auc is 0.679, 18s auc is 0.702
Epoch 80 val loss is 2.138, scene 2, click auc is 0.723, like auc is 0.829, follow auc is 0.815, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 80 val loss is 2.138, scene 3, click auc is 0.732, like auc is 0.823, follow auc is 0.756, 5s auc is 0.735, 10s auc is 0.749, 18s auc is 0.766
Epoch 80 val loss is 2.138, scene 4, click auc is 0.719, like auc is 0.801, follow auc is 0.809, 5s auc is 0.712, 10s auc is 0.722, 18s auc is 0.722
Epoch 81 train loss is 2.137, total scene, click auc is 0.801, like auc is 0.863, follow auc is 0.878, 5s auc is 0.804, 10s auc is 0.804, 18s auc is 0.816
Epoch 81 val loss is 2.272, total scene, click auc is 0.769, like auc is 0.836, follow auc is 0.817, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 81 val loss is 2.137, scene 1, click auc is 0.660, like auc is 0.770, follow auc is 0.550, 5s auc is 0.674, 10s auc is 0.678, 18s auc is 0.701
Epoch 81 val loss is 2.137, scene 2, click auc is 0.723, like auc is 0.830, follow auc is 0.814, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 81 val loss is 2.137, scene 3, click auc is 0.732, like auc is 0.821, follow auc is 0.765, 5s auc is 0.734, 10s auc is 0.749, 18s auc is 0.766
Epoch 81 val loss is 2.137, scene 4, click auc is 0.719, like auc is 0.804, follow auc is 0.788, 5s auc is 0.712, 10s auc is 0.722, 18s auc is 0.722
Epoch 82 train loss is 2.137, total scene, click auc is 0.801, like auc is 0.864, follow auc is 0.878, 5s auc is 0.804, 10s auc is 0.804, 18s auc is 0.816
Epoch 82 val loss is 2.273, total scene, click auc is 0.769, like auc is 0.838, follow auc is 0.821, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 82 val loss is 2.137, scene 1, click auc is 0.659, like auc is 0.770, follow auc is 0.575, 5s auc is 0.675, 10s auc is 0.679, 18s auc is 0.702
Epoch 82 val loss is 2.137, scene 2, click auc is 0.723, like auc is 0.831, follow auc is 0.816, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 82 val loss is 2.137, scene 3, click auc is 0.731, like auc is 0.823, follow auc is 0.755, 5s auc is 0.735, 10s auc is 0.748, 18s auc is 0.766
Epoch 82 val loss is 2.137, scene 4, click auc is 0.719, like auc is 0.804, follow auc is 0.796, 5s auc is 0.712, 10s auc is 0.722, 18s auc is 0.722
Epoch 83 train loss is 2.136, total scene, click auc is 0.801, like auc is 0.865, follow auc is 0.879, 5s auc is 0.805, 10s auc is 0.805, 18s auc is 0.816
Epoch 83 val loss is 2.273, total scene, click auc is 0.769, like auc is 0.838, follow auc is 0.820, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 83 val loss is 2.136, scene 1, click auc is 0.659, like auc is 0.772, follow auc is 0.506, 5s auc is 0.674, 10s auc is 0.678, 18s auc is 0.702
Epoch 83 val loss is 2.136, scene 2, click auc is 0.723, like auc is 0.832, follow auc is 0.819, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 83 val loss is 2.136, scene 3, click auc is 0.732, like auc is 0.820, follow auc is 0.759, 5s auc is 0.735, 10s auc is 0.749, 18s auc is 0.766
Epoch 83 val loss is 2.136, scene 4, click auc is 0.719, like auc is 0.807, follow auc is 0.771, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 84 train loss is 2.135, total scene, click auc is 0.801, like auc is 0.866, follow auc is 0.879, 5s auc is 0.805, 10s auc is 0.805, 18s auc is 0.816
Epoch 84 val loss is 2.273, total scene, click auc is 0.769, like auc is 0.838, follow auc is 0.820, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 84 val loss is 2.135, scene 1, click auc is 0.658, like auc is 0.766, follow auc is 0.645, 5s auc is 0.674, 10s auc is 0.677, 18s auc is 0.700
Epoch 84 val loss is 2.135, scene 2, click auc is 0.723, like auc is 0.832, follow auc is 0.818, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 84 val loss is 2.135, scene 3, click auc is 0.732, like auc is 0.824, follow auc is 0.754, 5s auc is 0.735, 10s auc is 0.749, 18s auc is 0.767
Epoch 84 val loss is 2.135, scene 4, click auc is 0.719, like auc is 0.805, follow auc is 0.794, 5s auc is 0.712, 10s auc is 0.722, 18s auc is 0.722
Epoch 85 train loss is 2.134, total scene, click auc is 0.801, like auc is 0.867, follow auc is 0.879, 5s auc is 0.805, 10s auc is 0.805, 18s auc is 0.817
Epoch 85 val loss is 2.271, total scene, click auc is 0.769, like auc is 0.839, follow auc is 0.816, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 85 val loss is 2.134, scene 1, click auc is 0.660, like auc is 0.770, follow auc is 0.691, 5s auc is 0.675, 10s auc is 0.678, 18s auc is 0.703
Epoch 85 val loss is 2.134, scene 2, click auc is 0.723, like auc is 0.832, follow auc is 0.810, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 85 val loss is 2.134, scene 3, click auc is 0.731, like auc is 0.822, follow auc is 0.756, 5s auc is 0.734, 10s auc is 0.748, 18s auc is 0.766
Epoch 85 val loss is 2.134, scene 4, click auc is 0.719, like auc is 0.805, follow auc is 0.800, 5s auc is 0.712, 10s auc is 0.722, 18s auc is 0.722
Epoch 86 train loss is 2.133, total scene, click auc is 0.801, like auc is 0.867, follow auc is 0.879, 5s auc is 0.805, 10s auc is 0.805, 18s auc is 0.817
Epoch 86 val loss is 2.272, total scene, click auc is 0.769, like auc is 0.840, follow auc is 0.824, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 86 val loss is 2.133, scene 1, click auc is 0.658, like auc is 0.772, follow auc is 0.726, 5s auc is 0.674, 10s auc is 0.677, 18s auc is 0.700
Epoch 86 val loss is 2.133, scene 2, click auc is 0.723, like auc is 0.833, follow auc is 0.820, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 86 val loss is 2.133, scene 3, click auc is 0.732, like auc is 0.823, follow auc is 0.751, 5s auc is 0.735, 10s auc is 0.749, 18s auc is 0.766
Epoch 86 val loss is 2.133, scene 4, click auc is 0.719, like auc is 0.808, follow auc is 0.807, 5s auc is 0.713, 10s auc is 0.722, 18s auc is 0.722
Epoch 87 train loss is 2.133, total scene, click auc is 0.801, like auc is 0.868, follow auc is 0.880, 5s auc is 0.805, 10s auc is 0.805, 18s auc is 0.817
Epoch 87 val loss is 2.273, total scene, click auc is 0.769, like auc is 0.839, follow auc is 0.816, 5s auc is 0.775, 10s auc is 0.772, 18s auc is 0.786
Epoch 87 val loss is 2.133, scene 1, click auc is 0.659, like auc is 0.769, follow auc is 0.583, 5s auc is 0.675, 10s auc is 0.679, 18s auc is 0.703
Epoch 87 val loss is 2.133, scene 2, click auc is 0.723, like auc is 0.833, follow auc is 0.812, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.750
Epoch 87 val loss is 2.133, scene 3, click auc is 0.732, like auc is 0.823, follow auc is 0.758, 5s auc is 0.733, 10s auc is 0.748, 18s auc is 0.765
Epoch 87 val loss is 2.133, scene 4, click auc is 0.719, like auc is 0.808, follow auc is 0.802, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 88 train loss is 2.132, total scene, click auc is 0.802, like auc is 0.869, follow auc is 0.882, 5s auc is 0.805, 10s auc is 0.805, 18s auc is 0.817
Epoch 88 val loss is 2.273, total scene, click auc is 0.769, like auc is 0.838, follow auc is 0.817, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 88 val loss is 2.132, scene 1, click auc is 0.659, like auc is 0.770, follow auc is 0.662, 5s auc is 0.675, 10s auc is 0.678, 18s auc is 0.701
Epoch 88 val loss is 2.132, scene 2, click auc is 0.723, like auc is 0.832, follow auc is 0.811, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 88 val loss is 2.132, scene 3, click auc is 0.732, like auc is 0.824, follow auc is 0.766, 5s auc is 0.734, 10s auc is 0.748, 18s auc is 0.766
Epoch 88 val loss is 2.132, scene 4, click auc is 0.719, like auc is 0.808, follow auc is 0.791, 5s auc is 0.712, 10s auc is 0.722, 18s auc is 0.722
Epoch 89 train loss is 2.131, total scene, click auc is 0.802, like auc is 0.870, follow auc is 0.880, 5s auc is 0.805, 10s auc is 0.805, 18s auc is 0.817
Epoch 89 val loss is 2.273, total scene, click auc is 0.769, like auc is 0.840, follow auc is 0.817, 5s auc is 0.775, 10s auc is 0.772, 18s auc is 0.787
Epoch 89 val loss is 2.131, scene 1, click auc is 0.659, like auc is 0.770, follow auc is 0.524, 5s auc is 0.674, 10s auc is 0.677, 18s auc is 0.702
Epoch 89 val loss is 2.131, scene 2, click auc is 0.722, like auc is 0.834, follow auc is 0.813, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 89 val loss is 2.131, scene 3, click auc is 0.732, like auc is 0.824, follow auc is 0.770, 5s auc is 0.734, 10s auc is 0.748, 18s auc is 0.765
Epoch 89 val loss is 2.131, scene 4, click auc is 0.718, like auc is 0.811, follow auc is 0.775, 5s auc is 0.711, 10s auc is 0.721, 18s auc is 0.721
Epoch 90 train loss is 2.130, total scene, click auc is 0.802, like auc is 0.871, follow auc is 0.884, 5s auc is 0.806, 10s auc is 0.805, 18s auc is 0.817
Epoch 90 val loss is 2.273, total scene, click auc is 0.769, like auc is 0.840, follow auc is 0.811, 5s auc is 0.775, 10s auc is 0.772, 18s auc is 0.787
Epoch 90 val loss is 2.130, scene 1, click auc is 0.658, like auc is 0.771, follow auc is 0.376, 5s auc is 0.674, 10s auc is 0.677, 18s auc is 0.702
Epoch 90 val loss is 2.130, scene 2, click auc is 0.723, like auc is 0.834, follow auc is 0.807, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 90 val loss is 2.130, scene 3, click auc is 0.732, like auc is 0.823, follow auc is 0.761, 5s auc is 0.734, 10s auc is 0.749, 18s auc is 0.766
Epoch 90 val loss is 2.130, scene 4, click auc is 0.719, like auc is 0.810, follow auc is 0.767, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 91 train loss is 2.130, total scene, click auc is 0.802, like auc is 0.872, follow auc is 0.881, 5s auc is 0.806, 10s auc is 0.806, 18s auc is 0.817
Epoch 91 val loss is 2.274, total scene, click auc is 0.769, like auc is 0.843, follow auc is 0.820, 5s auc is 0.775, 10s auc is 0.772, 18s auc is 0.787
Epoch 91 val loss is 2.130, scene 1, click auc is 0.659, like auc is 0.773, follow auc is 0.570, 5s auc is 0.674, 10s auc is 0.678, 18s auc is 0.701
Epoch 91 val loss is 2.130, scene 2, click auc is 0.723, like auc is 0.836, follow auc is 0.817, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 91 val loss is 2.130, scene 3, click auc is 0.731, like auc is 0.828, follow auc is 0.758, 5s auc is 0.734, 10s auc is 0.747, 18s auc is 0.765
Epoch 91 val loss is 2.130, scene 4, click auc is 0.719, like auc is 0.813, follow auc is 0.777, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 92 train loss is 2.129, total scene, click auc is 0.802, like auc is 0.873, follow auc is 0.882, 5s auc is 0.806, 10s auc is 0.806, 18s auc is 0.817
Epoch 92 val loss is 2.274, total scene, click auc is 0.769, like auc is 0.844, follow auc is 0.823, 5s auc is 0.774, 10s auc is 0.772, 18s auc is 0.787
Epoch 92 val loss is 2.129, scene 1, click auc is 0.659, like auc is 0.772, follow auc is 0.628, 5s auc is 0.675, 10s auc is 0.678, 18s auc is 0.702
Epoch 92 val loss is 2.129, scene 2, click auc is 0.722, like auc is 0.838, follow auc is 0.821, 5s auc is 0.711, 10s auc is 0.725, 18s auc is 0.750
Epoch 92 val loss is 2.129, scene 3, click auc is 0.730, like auc is 0.826, follow auc is 0.766, 5s auc is 0.733, 10s auc is 0.748, 18s auc is 0.765
Epoch 92 val loss is 2.129, scene 4, click auc is 0.718, like auc is 0.812, follow auc is 0.790, 5s auc is 0.711, 10s auc is 0.721, 18s auc is 0.721
Epoch 93 train loss is 2.129, total scene, click auc is 0.802, like auc is 0.873, follow auc is 0.883, 5s auc is 0.806, 10s auc is 0.806, 18s auc is 0.818
Epoch 93 val loss is 2.276, total scene, click auc is 0.769, like auc is 0.845, follow auc is 0.824, 5s auc is 0.775, 10s auc is 0.772, 18s auc is 0.787
Epoch 93 val loss is 2.129, scene 1, click auc is 0.658, like auc is 0.774, follow auc is 0.666, 5s auc is 0.674, 10s auc is 0.677, 18s auc is 0.701
Epoch 93 val loss is 2.129, scene 2, click auc is 0.722, like auc is 0.839, follow auc is 0.820, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 93 val loss is 2.129, scene 3, click auc is 0.731, like auc is 0.827, follow auc is 0.763, 5s auc is 0.733, 10s auc is 0.747, 18s auc is 0.764
Epoch 93 val loss is 2.129, scene 4, click auc is 0.718, like auc is 0.814, follow auc is 0.811, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 94 train loss is 2.127, total scene, click auc is 0.802, like auc is 0.874, follow auc is 0.884, 5s auc is 0.806, 10s auc is 0.806, 18s auc is 0.818
Epoch 94 val loss is 2.274, total scene, click auc is 0.769, like auc is 0.843, follow auc is 0.819, 5s auc is 0.775, 10s auc is 0.772, 18s auc is 0.787
Epoch 94 val loss is 2.127, scene 1, click auc is 0.658, like auc is 0.775, follow auc is 0.718, 5s auc is 0.673, 10s auc is 0.677, 18s auc is 0.700
Epoch 94 val loss is 2.127, scene 2, click auc is 0.723, like auc is 0.838, follow auc is 0.816, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 94 val loss is 2.127, scene 3, click auc is 0.731, like auc is 0.822, follow auc is 0.760, 5s auc is 0.733, 10s auc is 0.748, 18s auc is 0.765
Epoch 94 val loss is 2.127, scene 4, click auc is 0.719, like auc is 0.813, follow auc is 0.796, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 95 train loss is 2.127, total scene, click auc is 0.802, like auc is 0.875, follow auc is 0.883, 5s auc is 0.806, 10s auc is 0.806, 18s auc is 0.818
Epoch 95 val loss is 2.271, total scene, click auc is 0.769, like auc is 0.843, follow auc is 0.818, 5s auc is 0.775, 10s auc is 0.772, 18s auc is 0.787
Epoch 95 val loss is 2.127, scene 1, click auc is 0.659, like auc is 0.776, follow auc is 0.676, 5s auc is 0.675, 10s auc is 0.678, 18s auc is 0.703
Epoch 95 val loss is 2.127, scene 2, click auc is 0.722, like auc is 0.837, follow auc is 0.815, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 95 val loss is 2.127, scene 3, click auc is 0.731, like auc is 0.825, follow auc is 0.760, 5s auc is 0.733, 10s auc is 0.747, 18s auc is 0.765
Epoch 95 val loss is 2.127, scene 4, click auc is 0.719, like auc is 0.814, follow auc is 0.787, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 96 train loss is 2.127, total scene, click auc is 0.802, like auc is 0.876, follow auc is 0.886, 5s auc is 0.806, 10s auc is 0.806, 18s auc is 0.818
Epoch 96 val loss is 2.277, total scene, click auc is 0.769, like auc is 0.844, follow auc is 0.819, 5s auc is 0.774, 10s auc is 0.772, 18s auc is 0.787
Epoch 96 val loss is 2.127, scene 1, click auc is 0.660, like auc is 0.775, follow auc is 0.670, 5s auc is 0.675, 10s auc is 0.677, 18s auc is 0.701
Epoch 96 val loss is 2.127, scene 2, click auc is 0.722, like auc is 0.838, follow auc is 0.817, 5s auc is 0.711, 10s auc is 0.725, 18s auc is 0.750
Epoch 96 val loss is 2.127, scene 3, click auc is 0.730, like auc is 0.825, follow auc is 0.760, 5s auc is 0.733, 10s auc is 0.747, 18s auc is 0.765
